date,temperature,precipitation,city,country,continent,latitude,longitude
1991-10-21,28.2,1.5,Chennai,India,Asia,13.0667,80.25
1991-10-23,27.6,0.3,Chennai,India,Asia,13.0667,80.25
1991-10-25,28.0,0.0,Chennai,India,Asia,13.0667,80.25
1991-10-27,24.2,8.9,Chennai,India,Asia,13.0667,80.25
1991-10-28,25.0,41.9,Chennai,India,Asia,13.0667,80.25
1991-11-01,27.1,1.8,Chennai,India,Asia,13.0667,80.25
1991-11-03,26.2,3.6,Chennai,India,Asia,13.0667,80.25
1991-11-04,26.9,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-05,26.8,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-06,26.7,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-09,26.4,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-10,26.9,0.3,Chennai,India,Asia,13.0667,80.25
1991-11-12,26.2,7.9,Chennai,India,Asia,13.0667,80.25
1991-11-14,24.6,196.8,Chennai,India,Asia,13.0667,80.25
1991-11-16,24.1,67.8,Chennai,India,Asia,13.0667,80.25
1991-11-17,26.8,92.5,Chennai,India,Asia,13.0667,80.25
1991-11-19,26.5,1.3,Chennai,India,Asia,13.0667,80.25
1991-11-21,26.5,0.8,Chennai,India,Asia,13.0667,80.25
1991-11-22,26.1,8.6,Chennai,India,Asia,13.0667,80.25
1991-11-23,26.2,7.9,Chennai,India,Asia,13.0667,80.25
1991-11-26,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-27,24.2,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-29,23.3,0.0,Chennai,India,Asia,13.0667,80.25
1991-11-30,23.3,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-02,25.3,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-03,25.1,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-04,24.4,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-05,24.6,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-07,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-08,23.8,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-09,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-10,24.8,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-12,26.4,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-14,26.1,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-18,23.8,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-20,24.1,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-21,24.8,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-22,24.9,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-24,24.1,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-25,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-26,25.6,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-27,26.7,0.0,Chennai,India,Asia,13.0667,80.25
1991-12-30,25.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-01,25.1,5.1,Chennai,India,Asia,13.0667,80.25
1992-01-02,25.3,33.8,Chennai,India,Asia,13.0667,80.25
1992-01-07,21.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-09,23.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-10,24.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-11,24.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-12,23.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-14,22.1,4.6,Chennai,India,Asia,13.0667,80.25
1992-01-15,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-16,23.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-20,22.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-21,23.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-22,23.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-23,23.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-25,24.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-26,23.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-27,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-28,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-29,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-30,23.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-01-31,24.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-01,25.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-02,25.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-03,25.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-06,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-07,25.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-08,26.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-11,25.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-12,25.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-13,25.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-15,24.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-17,27.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-19,27.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-21,27.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-22,27.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-23,26.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-24,26.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-25,26.0,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-26,26.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-27,25.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-28,25.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-02-29,25.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-01,25.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-02,27.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-03,28.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-05,28.5,106.9,Chennai,India,Asia,13.0667,80.25
1992-03-07,27.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-08,24.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-09,27.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-10,27.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-13,25.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-14,25.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-03-15,25.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-04,29.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-05,29.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-06,29.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-07,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-08,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-09,29.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-10,29.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-15,29.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-16,29.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-17,29.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-18,29.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-19,29.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-20,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-21,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-22,30.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-23,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-26,27.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-28,29.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-29,30.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-04-30,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-01,30.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-02,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-06,31.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-07,30.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-11,29.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-16,31.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-17,33.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-20,31.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-22,33.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-24,28.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-25,31.6,18.5,Chennai,India,Asia,13.0667,80.25
1992-05-26,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-27,32.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-29,31.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-05-30,31.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-01,32.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-02,31.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-03,31.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-05,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-06,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-07,31.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-11,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-12,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-13,31.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-14,33.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-16,32.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-17,33.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-18,32.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-21,33.1,1.3,Chennai,India,Asia,13.0667,80.25
1992-06-23,32.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-24,33.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-25,32.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-06-27,32.4,0.5,Chennai,India,Asia,13.0667,80.25
1992-06-28,31.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-01,32.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-02,31.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-03,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-04,31.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-05,32.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-06,29.9,7.9,Chennai,India,Asia,13.0667,80.25
1992-07-07,29.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-08,31.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-09,31.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-10,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-14,30.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-16,28.2,26.9,Chennai,India,Asia,13.0667,80.25
1992-07-17,28.9,5.6,Chennai,India,Asia,13.0667,80.25
1992-07-19,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-20,31.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-07-24,29.4,8.9,Chennai,India,Asia,13.0667,80.25
1992-07-25,31.3,18.0,Chennai,India,Asia,13.0667,80.25
1992-07-30,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-01,27.4,27.2,Chennai,India,Asia,13.0667,80.25
1992-08-04,27.2,9.4,Chennai,India,Asia,13.0667,80.25
1992-08-05,28.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-07,29.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-08,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-09,29.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-12,27.9,17.8,Chennai,India,Asia,13.0667,80.25
1992-08-13,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-14,29.9,0.3,Chennai,India,Asia,13.0667,80.25
1992-08-15,31.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-17,30.4,0.3,Chennai,India,Asia,13.0667,80.25
1992-08-18,31.2,0.5,Chennai,India,Asia,13.0667,80.25
1992-08-19,31.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-21,29.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-22,30.3,0.3,Chennai,India,Asia,13.0667,80.25
1992-08-23,30.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-25,27.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-08-26,28.7,14.5,Chennai,India,Asia,13.0667,80.25
1992-08-27,27.8,5.3,Chennai,India,Asia,13.0667,80.25
1992-08-28,29.3,7.4,Chennai,India,Asia,13.0667,80.25
1992-09-04,28.7,2.3,Chennai,India,Asia,13.0667,80.25
1992-09-05,29.3,12.7,Chennai,India,Asia,13.0667,80.25
1992-09-06,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-07,29.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-09,28.9,0.8,Chennai,India,Asia,13.0667,80.25
1992-09-11,29.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-12,28.1,0.3,Chennai,India,Asia,13.0667,80.25
1992-09-13,28.6,8.9,Chennai,India,Asia,13.0667,80.25
1992-09-14,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-16,29.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-17,29.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-19,30.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-20,30.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-21,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-22,29.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-23,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-24,30.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-09-28,24.9,9.1,Chennai,India,Asia,13.0667,80.25
1992-09-29,27.6,9.4,Chennai,India,Asia,13.0667,80.25
1992-10-01,28.5,0.5,Chennai,India,Asia,13.0667,80.25
1992-10-02,28.8,0.3,Chennai,India,Asia,13.0667,80.25
1992-10-04,26.6,13.5,Chennai,India,Asia,13.0667,80.25
1992-10-05,27.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-08,25.4,45.2,Chennai,India,Asia,13.0667,80.25
1992-10-09,28.2,1.5,Chennai,India,Asia,13.0667,80.25
1992-10-10,27.6,20.6,Chennai,India,Asia,13.0667,80.25
1992-10-11,28.6,1.0,Chennai,India,Asia,13.0667,80.25
1992-10-12,25.6,1.5,Chennai,India,Asia,13.0667,80.25
1992-10-16,27.9,0.8,Chennai,India,Asia,13.0667,80.25
1992-10-17,28.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-19,26.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-20,28.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-22,28.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-23,28.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-24,28.0,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-25,28.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-26,28.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-27,27.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-28,27.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-29,28.0,0.0,Chennai,India,Asia,13.0667,80.25
1992-10-30,28.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-11-01,27.0,0.0,Chennai,India,Asia,13.0667,80.25
1992-11-02,26.1,4.3,Chennai,India,Asia,13.0667,80.25
1992-11-03,26.5,2.3,Chennai,India,Asia,13.0667,80.25
1992-11-04,25.9,71.9,Chennai,India,Asia,13.0667,80.25
1992-11-05,26.3,20.3,Chennai,India,Asia,13.0667,80.25
1992-11-11,27.1,2.0,Chennai,India,Asia,13.0667,80.25
1992-11-12,27.2,5.6,Chennai,India,Asia,13.0667,80.25
1992-11-14,24.5,71.6,Chennai,India,Asia,13.0667,80.25
1992-11-17,25.1,36.3,Chennai,India,Asia,13.0667,80.25
1992-11-18,26.2,26.9,Chennai,India,Asia,13.0667,80.25
1992-11-19,26.5,0.8,Chennai,India,Asia,13.0667,80.25
1992-11-21,26.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-11-22,26.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-11-25,25.9,0.0,Chennai,India,Asia,13.0667,80.25
1992-11-26,26.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-11-27,26.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-01,24.5,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-03,24.2,12.4,Chennai,India,Asia,13.0667,80.25
1992-12-04,23.9,80.0,Chennai,India,Asia,13.0667,80.25
1992-12-05,24.8,38.6,Chennai,India,Asia,13.0667,80.25
1992-12-07,24.4,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-11,24.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-12,24.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-14,24.6,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-15,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-18,25.9,0.3,Chennai,India,Asia,13.0667,80.25
1992-12-19,25.4,1.5,Chennai,India,Asia,13.0667,80.25
1992-12-21,23.8,0.3,Chennai,India,Asia,13.0667,80.25
1992-12-22,23.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-24,23.2,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-25,24.8,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-26,23.3,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-27,23.1,0.0,Chennai,India,Asia,13.0667,80.25
1992-12-29,22.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-01,24.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-05,22.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-06,23.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-07,22.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-10,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-11,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-13,23.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-15,24.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-16,24.0,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-17,24.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-19,23.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-20,23.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-21,25.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-23,24.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-24,24.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-25,24.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-27,24.0,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-28,24.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-29,24.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-30,24.0,0.0,Chennai,India,Asia,13.0667,80.25
1993-01-31,24.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-01,24.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-02,24.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-03,25.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-04,24.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-06,24.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-07,24.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-08,24.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-09,22.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-11,25.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-13,25.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-15,26.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-16,26.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-17,27.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-18,27.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-19,28.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-23,25.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-24,25.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-25,25.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-27,25.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-02-28,26.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-01,26.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-03,26.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-04,25.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-06,26.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-07,27.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-09,26.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-10,26.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-11,26.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-12,27.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-13,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-14,29.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-15,28.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-16,29.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-17,27.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-18,27.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-19,28.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-20,29.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-21,28.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-22,29.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-23,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-24,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-25,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-26,29.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-27,30.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-28,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-29,28.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-30,28.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-03-31,28.0,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-01,28.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-02,26.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-03,28.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-04,27.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-05,28.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-07,28.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-08,29.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-09,29.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-10,29.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-11,29.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-12,30.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-15,29.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-16,29.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-17,29.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-18,30.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-19,30.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-20,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-21,30.0,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-22,29.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-23,30.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-24,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-26,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-27,30.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-28,31.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-29,31.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-04-30,32.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-01,32.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-03,32.0,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-04,31.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-05,32.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-06,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-10,32.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-11,34.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-12,33.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-13,32.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-14,31.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-18,31.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-20,27.8,1.0,Chennai,India,Asia,13.0667,80.25
1993-05-22,30.4,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-23,30.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-24,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-27,28.9,17.5,Chennai,India,Asia,13.0667,80.25
1993-05-28,31.8,0.8,Chennai,India,Asia,13.0667,80.25
1993-05-29,31.2,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-30,32.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-05-31,31.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-01,33.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-02,32.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-04,28.7,0.5,Chennai,India,Asia,13.0667,80.25
1993-06-05,30.1,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-07,30.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-09,29.3,40.4,Chennai,India,Asia,13.0667,80.25
1993-06-10,31.6,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-11,33.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-14,28.0,19.1,Chennai,India,Asia,13.0667,80.25
1993-06-15,29.5,4.3,Chennai,India,Asia,13.0667,80.25
1993-06-16,31.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-17,30.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-21,31.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-22,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-25,32.5,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-27,31.3,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-28,30.7,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-29,30.9,0.0,Chennai,India,Asia,13.0667,80.25
1993-06-30,31.8,0.0,Chennai,India,Asia,13.0667,80.25
1993-07-02,31.1,25.4,Chennai,India,Asia,13.0667,80.25
1993-07-03,29.8,0.0,Chennai,India,Asia,13.0667,80.25
